1.000475    0.000789 0
     0.994707    0.003534 0
     0.986127    0.006373 0
     0.977522    0.008889 0
     0.968601    0.011318 0
     0.959266    0.013732 0
     0.949326    0.016221 0
     0.938757    0.018753 0
     0.927403    0.021300 0
     0.915022    0.023861 0
     0.901617    0.026415 0
     0.887224    0.028931 0
     0.871955    0.031357 0
     0.855953    0.033676 0
     0.839347    0.035923 0
     0.822276    0.038128 0
     0.804822    0.040334 0
     0.787028    0.042457 0
     0.768957    0.044513 0
     0.750616    0.046475 0
     0.731968    0.048344 0
     0.713119    0.050115 0
     0.694040    0.051784 0
     0.674588    0.053364 0
     0.654672    0.054866 0
     0.634221    0.056293 0
     0.613202    0.057657 0
     0.591883    0.058963 0
     0.570468    0.060193 0
     0.549130    0.061333 0
     0.527815    0.062387 0
     0.506440    0.063359 0
     0.484997    0.064250 0
     0.463433    0.065055 0
     0.441887    0.065756 0
     0.420363    0.066333 0
     0.398874    0.066808 0
     0.377499    0.067163 0
     0.356243    0.067398 0
     0.335194    0.067507 0
     0.314410    0.067463 0
     0.293927    0.067258 0
     0.273787    0.066872 0
     0.254058    0.066289 0
     0.234804    0.065495 0
     0.216193    0.064453 0
     0.198264    0.063255 0
     0.181188    0.061939 0
     0.165051    0.060487 0
     0.149951    0.058949 0
     0.135974    0.057335 0
     0.123127    0.055673 0
     0.111391    0.053974 0
     0.100729    0.052255 0
     0.091068    0.050532 0
     0.082303    0.048818 0
     0.074352    0.047123 0
     0.067131    0.045451 0
     0.060552    0.043797 0
     0.054541    0.042160 0
     0.049027    0.040537 0
     0.043959    0.038923 0
     0.039289    0.037312 0
     0.034978    0.035695 0
     0.030985    0.034067 0
     0.027283    0.032425 0
     0.023840    0.030762 0
     0.020640    0.029074 0
     0.017668    0.027346 0
     0.014914    0.025575 0
     0.012371    0.023751 0
     0.010039    0.021861 0
     0.007925    0.019890 0
     0.006042    0.017826 0
     0.004388    0.015678 0
     0.002998    0.013430 0
     0.001887    0.011093 0
     0.001041    0.008696 0
     0.000451    0.006261 0
     0.000107    0.003809 0
    -0.000005    0.001359 0
     0.000038   -0.001090 0
     0.000177   -0.003563 0
     0.000439   -0.006052 0
     0.000861   -0.008548 0
     0.001490   -0.011032 0
     0.002367   -0.013479 0
     0.003478   -0.015878 0
     0.004829   -0.018211 0
     0.006426   -0.020460 0
     0.008284   -0.022593 0
     0.010397   -0.024592 0
     0.012764   -0.026427 0
     0.015345   -0.028147 0
     0.018135   -0.029792 0
     0.021134   -0.031391 0
     0.024366   -0.032955 0
     0.027840   -0.034494 0
     0.031578   -0.036016 0
     0.035606   -0.037529 0
     0.039961   -0.039048 0
     0.044686   -0.040578 0
     0.049821   -0.042121 0
     0.055428   -0.043683 0
     0.061571   -0.045268 0
     0.068326   -0.046875 0
     0.075784   -0.048504 0
     0.084046   -0.050168 0
     0.093202   -0.051876 0
     0.103347   -0.053612 0
     0.114551   -0.055368 0
     0.126873   -0.057119 0
     0.140304   -0.058820 0
     0.154821   -0.060447 0
     0.170337   -0.061979 0
     0.186774   -0.063405 0
     0.204012   -0.064685 0
     0.221952   -0.065794 0
     0.240467   -0.066743 0
     0.259455   -0.067522 0
     0.278758   -0.068140 0
     0.298310   -0.068559 0
     0.318090   -0.068814 0
     0.337994   -0.068884 0
     0.358079   -0.068762 0
     0.378325   -0.068480 0
     0.398680   -0.068035 0
     0.419129   -0.067418 0
     0.439766   -0.066639 0
     0.460432   -0.065731 0
     0.481224   -0.064663 0
     0.502041   -0.063461 0
     0.522953   -0.062122 0
     0.543837   -0.060654 0
     0.564780   -0.059048 0
     0.585692   -0.057322 0
     0.606578   -0.055476 0
     0.627347   -0.053516 0
     0.647999   -0.051428 0
     0.668497   -0.049210 0
     0.688885   -0.046820 0
     0.709287   -0.044253 0
     0.729748   -0.041508 0
     0.750320   -0.038592 0
     0.771043   -0.035504 0
     0.791935   -0.032271 0
     0.812935   -0.029111 0
     0.833853   -0.025988 0
     0.854418   -0.022901 0
     0.874258   -0.019906 0
     0.893036   -0.017058 0
     0.910480   -0.014403 0
     0.926445   -0.011952 0
     0.940849   -0.009649 0
     0.953717   -0.007476 0
     0.965236   -0.005495 0
     0.975644   -0.003660 0
     0.985215   -0.001974 0
     0.994287   -0.000334 0
     1.000475    0.000789 0
