1.000545    0.001024 0
     0.995304    0.003666 0
     0.987065    0.006314 0
     0.978166    0.008853 0
     0.968363    0.011547 0
     0.957496    0.014368 0
     0.945291    0.017419 0
     0.931887    0.020643 0
     0.917480    0.023977 0
     0.902219    0.027288 0
     0.886218    0.030422 0
     0.869580    0.033338 0
     0.852392    0.036067 0
     0.834737    0.038653 0
     0.816767    0.041116 0
     0.798564    0.043466 0
     0.780236    0.045716 0
     0.761798    0.047891 0
     0.743311    0.050053 0
     0.724841    0.052072 0
     0.706331    0.053941 0
     0.687728    0.055671 0
     0.669005    0.057371 0
     0.650180    0.059013 0
     0.631194    0.060607 0
     0.612259    0.062160 0
     0.593495    0.063606 0
     0.574794    0.064942 0
     0.556304    0.066168 0
     0.537904    0.067220 0
     0.519494    0.068141 0
     0.500921    0.068942 0
     0.481924    0.069583 0
     0.462632    0.070046 0
     0.443203    0.070358 0
     0.423647    0.070534 0
     0.403935    0.070564 0
     0.384229    0.070441 0
     0.364566    0.070210 0
     0.344889    0.069890 0
     0.325351    0.069464 0
     0.305963    0.068951 0
     0.286720    0.068315 0
     0.267722    0.067541 0
     0.249050    0.066643 0
     0.230725    0.065607 0
     0.212738    0.064404 0
     0.195257    0.063049 0
     0.178312    0.061555 0
     0.161973    0.059927 0
     0.146351    0.058171 0
     0.131643    0.056301 0
     0.117892    0.054325 0
     0.105263    0.052290 0
     0.093790    0.050250 0
     0.083435    0.048237 0
     0.074139    0.046257 0
     0.065839    0.044319 0
     0.058424    0.042430 0
     0.051789    0.040598 0
     0.045861    0.038829 0
     0.040511    0.037092 0
     0.035687    0.035386 0
     0.031306    0.033705 0
     0.027304    0.032042 0
     0.023639    0.030387 0
     0.020290    0.028727 0
     0.017234    0.027046 0
     0.014453    0.025335 0
     0.011933    0.023578 0
     0.009655    0.021763 0
     0.007631    0.019846 0
     0.005865    0.017823 0
     0.004353    0.015716 0
     0.003077    0.013551 0
     0.002041    0.011342 0
     0.001242    0.009110 0
     0.000650    0.006885 0
     0.000243    0.004678 0
     0.000025    0.002503 0
    -0.000011    0.000358 0
     0.000129   -0.001797 0
     0.000478   -0.003975 0
     0.001025   -0.006164 0
     0.001790   -0.008347 0
     0.002782   -0.010503 0
     0.004035   -0.012607 0
     0.005528   -0.014651 0
     0.007277   -0.016613 0
     0.009255   -0.018510 0
     0.011486   -0.020315 0
     0.013953   -0.022053 0
     0.016688   -0.023699 0
     0.019692   -0.025276 0
     0.022978   -0.026818 0
     0.026582   -0.028325 0
     0.030534   -0.029807 0
     0.034889   -0.031282 0
     0.039703   -0.032751 0
     0.045055   -0.034222 0
     0.051033   -0.035703 0
     0.057739   -0.037200 0
     0.065302   -0.038716 0
     0.073854   -0.040257 0
     0.083520   -0.041820 0
     0.094394   -0.043385 0
     0.106549   -0.044919 0
     0.119953   -0.046381 0
     0.134332   -0.047736 0
     0.149527   -0.048956 0
     0.165572   -0.050047 0
     0.182376   -0.050984 0
     0.199881   -0.051777 0
     0.217931   -0.052419 0
     0.236444   -0.052952 0
     0.255136   -0.053388 0
     0.273901   -0.053702 0
     0.292780   -0.053903 0
     0.311672   -0.053993 0
     0.330611   -0.053958 0
     0.349637   -0.053810 0
     0.368722   -0.053560 0
     0.387845   -0.053211 0
     0.406984   -0.052765 0
     0.426141   -0.052217 0
     0.445328   -0.051569 0
     0.464562   -0.050818 0
     0.483896   -0.049971 0
     0.503318   -0.049053 0
     0.522723   -0.048066 0
     0.542160   -0.046996 0
     0.561635   -0.045864 0
     0.581029   -0.044685 0
     0.600264   -0.043444 0
     0.619368   -0.042284 0
     0.638276   -0.041120 0
     0.657163   -0.039894 0
     0.675962   -0.038643 0
     0.694671   -0.037349 0
     0.713404   -0.035982 0
     0.732226   -0.034484 0
     0.751091   -0.032828 0
     0.770101   -0.030991 0
     0.789169   -0.028962 0
     0.808187   -0.026750 0
     0.826872   -0.024433 0
     0.844976   -0.022104 0
     0.862379   -0.019779 0
     0.878850   -0.017502 0
     0.894442   -0.015324 0
     0.909000   -0.013256 0
     0.922204   -0.011310 0
     0.933839   -0.009551 0
     0.944218   -0.007970 0
     0.954204   -0.006405 0
     0.963454   -0.004897 0
     0.971798   -0.003641 0
     0.981964   -0.002067 0
     0.988600   -0.000628 0
     1.000545    0.001024 0
