1.001257   -0.001079 0
     0.995378    0.000165 0
     0.986224    0.001844 0
     0.976358    0.003572 0
     0.965611    0.005425 0
     0.954948    0.007220 0
     0.943726    0.009107 0
     0.931091    0.011145 0
     0.917308    0.013272 0
     0.903027    0.015350 0
     0.889099    0.017260 0
     0.875605    0.019077 0
     0.862145    0.020814 0
     0.848342    0.022477 0
     0.833899    0.024202 0
     0.818876    0.025864 0
     0.803790    0.027483 0
     0.788675    0.028989 0
     0.773394    0.030453 0
     0.758262    0.031835 0
     0.743079    0.033099 0
     0.727752    0.034319 0
     0.712495    0.035475 0
     0.697273    0.036547 0
     0.681997    0.037539 0
     0.666660    0.038472 0
     0.651354    0.039350 0
     0.636089    0.040147 0
     0.620774    0.040870 0
     0.605408    0.041540 0
     0.590043    0.042157 0
     0.574687    0.042718 0
     0.559331    0.043223 0
     0.543970    0.043670 0
     0.528605    0.044060 0
     0.513240    0.044394 0
     0.497877    0.044670 0
     0.482512    0.044888 0
     0.467135    0.045051 0
     0.451725    0.045163 0
     0.436276    0.045233 0
     0.420823    0.045271 0
     0.405407    0.045271 0
     0.390018    0.045221 0
     0.374623    0.045119 0
     0.359222    0.044968 0
     0.343831    0.044768 0
     0.328436    0.044517 0
     0.313008    0.044219 0
     0.297560    0.043886 0
     0.282139    0.043516 0
     0.266788    0.043095 0
     0.251509    0.042610 0
     0.236217    0.042048 0
     0.220857    0.041437 0
     0.205654    0.040789 0
     0.190468    0.040021 0
     0.175229    0.039181 0
     0.160151    0.038253 0
     0.145153    0.037187 0
     0.130118    0.035996 0
     0.115330    0.034702 0
     0.100816    0.033179 0
     0.086461    0.031481 0
     0.072658    0.029615 0
     0.059751    0.027465 0
     0.047855    0.025119 0
     0.037555    0.022545 0
     0.028974    0.019972 0
     0.022099    0.017558 0
     0.016741    0.015370 0
     0.012529    0.013416 0
     0.009202    0.011546 0
     0.006559    0.009715 0
     0.004483    0.007855 0
     0.002845    0.006026 0
     0.001625    0.004205 0
     0.000684    0.002451 0
     0.000137    0.000707 0
    -0.000080   -0.000973 0
     0.000098   -0.002641 0
     0.000670   -0.004377 0
     0.001565   -0.006157 0
     0.002888   -0.007939 0
     0.004536   -0.009809 0
     0.006645   -0.011708 0
     0.009243   -0.013709 0
     0.012487   -0.015746 0
     0.016580   -0.017789 0
     0.021841   -0.019838 0
     0.028710   -0.022010 0
     0.037532   -0.024468 0
     0.048239   -0.027130 0
     0.060458   -0.029719 0
     0.073509   -0.032051 0
     0.087139   -0.034157 0
     0.101107   -0.035944 0
     0.115448   -0.037606 0
     0.130271   -0.039130 0
     0.145166   -0.040520 0
     0.160221   -0.041809 0
     0.175116   -0.042954 0
     0.190186   -0.043936 0
     0.205308   -0.044863 0
     0.220359   -0.045637 0
     0.235619   -0.046328 0
     0.250809   -0.046946 0
     0.265897   -0.047446 0
     0.281016   -0.047813 0
     0.296246   -0.048078 0
     0.311532   -0.048269 0
     0.326746   -0.048382 0
     0.341846   -0.048381 0
     0.356997   -0.048247 0
     0.372256   -0.048023 0
     0.387485   -0.047720 0
     0.402651   -0.047321 0
     0.417767   -0.046810 0
     0.432849   -0.046175 0
     0.448012   -0.045413 0
     0.463185   -0.044568 0
     0.478191   -0.043611 0
     0.493278   -0.042494 0
     0.508513   -0.041292 0
     0.523608   -0.040014 0
     0.538576   -0.038612 0
     0.553582   -0.037063 0
     0.568714   -0.035387 0
     0.583858   -0.033635 0
     0.598911   -0.031791 0
     0.613967   -0.029833 0
     0.629128   -0.027768 0
     0.644375   -0.025636 0
     0.659566   -0.023466 0
     0.674668   -0.021231 0
     0.689794   -0.018943 0
     0.705005   -0.016664 0
     0.720248   -0.014395 0
     0.735408   -0.012118 0
     0.750471   -0.009894 0
     0.765583   -0.007754 0
     0.780652   -0.005690 0
     0.795666   -0.003753 0
     0.810660   -0.001913 0
     0.825400   -0.000282 0
     0.840243    0.001201 0
     0.854793    0.002479 0
     0.869322    0.003493 0
     0.883553    0.004218 0
     0.897466    0.004722 0
     0.910577    0.005120 0
     0.922756    0.005297 0
     0.933897    0.005094 0
     0.944889    0.004463 0
     0.956458    0.003516 0
     0.967984    0.002378 0
     0.978484    0.001253 0
     0.987654    0.000250 0
     0.995679   -0.000613 0
     1.001257   -0.001079 0
