1.004518   -0.001024 0
     1.000533    0.000090 0
     0.994906    0.000970 0
     0.988324    0.001927 0
     0.980656    0.002938 0
     0.971573    0.004046 0
     0.960899    0.005294 0
     0.948370    0.006759 0
     0.934795    0.008277 0
     0.921401    0.009745 0
     0.908630    0.011079 0
     0.895636    0.012471 0
     0.882184    0.013893 0
     0.867874    0.015376 0
     0.853425    0.016753 0
     0.839240    0.018210 0
     0.824700    0.019598 0
     0.809895    0.021019 0
     0.795149    0.022459 0
     0.780462    0.023931 0
     0.765771    0.025340 0
     0.751103    0.026798 0
     0.736448    0.028237 0
     0.721696    0.029599 0
     0.706901    0.030985 0
     0.692216    0.032359 0
     0.677496    0.033628 0
     0.662560    0.034824 0
     0.647670    0.035969 0
     0.632888    0.037002 0
     0.617943    0.037956 0
     0.602929    0.038877 0
     0.588044    0.039727 0
     0.573125    0.040493 0
     0.558056    0.041219 0
     0.543019    0.041921 0
     0.528125    0.042552 0
     0.513219    0.043098 0
     0.498172    0.043609 0
     0.483084    0.044116 0
     0.468093    0.044586 0
     0.453184    0.044985 0
     0.438259    0.045314 0
     0.423220    0.045585 0
     0.408101    0.045824 0
     0.393164    0.046029 0
     0.378404    0.046128 0
     0.363504    0.046131 0
     0.348648    0.046119 0
     0.334023    0.045996 0
     0.319195    0.045732 0
     0.304338    0.045434 0
     0.289760    0.045015 0
     0.274986    0.044422 0
     0.260040    0.043757 0
     0.245249    0.043007 0
     0.230486    0.042144 0
     0.215662    0.041169 0
     0.200822    0.040100 0
     0.186033    0.038939 0
     0.171239    0.037674 0
     0.156357    0.036322 0
     0.141550    0.034906 0
     0.127259    0.033390 0
     0.113037    0.031665 0
     0.099143    0.029919 0
     0.085100    0.027808 0
     0.071126    0.025542 0
     0.057708    0.022998 0
     0.044927    0.020271 0
     0.034011    0.017412 0
     0.024819    0.014583 0
     0.017698    0.012048 0
     0.012416    0.009831 0
     0.008525    0.007933 0
     0.005594    0.006213 0
     0.003375    0.004636 0
     0.001762    0.003020 0
     0.000616    0.001407 0
    -0.000042   -0.000203 0
    -0.000044   -0.001824 0
     0.000515   -0.003485 0
     0.001618   -0.005147 0
     0.003221   -0.006854 0
     0.005347   -0.008699 0
     0.008227   -0.010706 0
     0.012161   -0.012976 0
     0.017406   -0.015646 0
     0.024354   -0.018397 0
     0.032874   -0.020885 0
     0.043118   -0.023377 0
     0.055094   -0.025986 0
     0.068256   -0.028559 0
     0.081875   -0.030851 0
     0.095801   -0.032933 0
     0.109824   -0.034690 0
     0.124167   -0.036416 0
     0.138586   -0.037939 0
     0.153396   -0.039389 0
     0.168107   -0.040731 0
     0.182855   -0.041957 0
     0.197685   -0.043090 0
     0.212505   -0.044127 0
     0.227322   -0.045065 0
     0.242171   -0.045908 0
     0.257067   -0.046669 0
     0.271978   -0.047353 0
     0.286841   -0.047952 0
     0.301643   -0.048449 0
     0.316509   -0.048838 0
     0.331510   -0.049162 0
     0.346501   -0.049437 0
     0.361359   -0.049632 0
     0.376112   -0.049718 0
     0.390941   -0.049685 0
     0.405919   -0.049603 0
     0.420777   -0.049501 0
     0.435457   -0.049281 0
     0.450116   -0.048907 0
     0.464784   -0.048380 0
     0.479499   -0.047710 0
     0.494129   -0.046910 0
     0.508736   -0.045937 0
     0.523432   -0.044823 0
     0.537999   -0.043571 0
     0.552701   -0.042149 0
     0.567356   -0.040631 0
     0.581848   -0.038956 0
     0.596545   -0.037111 0
     0.611239   -0.035171 0
     0.625881   -0.033115 0
     0.640635   -0.030944 0
     0.655500   -0.028694 0
     0.670374   -0.026406 0
     0.685154   -0.024079 0
     0.699839   -0.021712 0
     0.714512   -0.019361 0
     0.729292   -0.017063 0
     0.744126   -0.014778 0
     0.758758   -0.012561 0
     0.773238   -0.010514 0
     0.787784   -0.008626 0
     0.802420   -0.006855 0
     0.816851   -0.005250 0
     0.831158   -0.003912 0
     0.845709   -0.002666 0
     0.859685   -0.001679 0
     0.873334   -0.000824 0
     0.886584   -0.000302 0
     0.900163   -0.000035 0
     0.913223    0.000000 0
     0.926415   -0.000179 0
     0.940326   -0.000403 0
     0.953886   -0.000783 0
     0.966909   -0.001102 0
     0.978827   -0.001372 0
     0.988525   -0.001576 0
     0.995555   -0.001562 0
     1.000818   -0.001528 0
     1.004518   -0.001024 0
