1.001841   -0.000213 0
     0.995977    0.001164 0
     0.987303    0.002788 0
     0.978080    0.004438 0
     0.967684    0.006253 0
     0.956161    0.008192 0
     0.943741    0.010250 0
     0.931226    0.012266 0
     0.919145    0.014183 0
     0.906563    0.016065 0
     0.893390    0.017918 0
     0.879998    0.019716 0
     0.865895    0.021546 0
     0.850908    0.023342 0
     0.835720    0.025117 0
     0.820650    0.026729 0
     0.805443    0.028367 0
     0.789803    0.029904 0
     0.773974    0.031386 0
     0.758011    0.032814 0
     0.742150    0.034179 0
     0.726364    0.035400 0
     0.710411    0.036562 0
     0.694561    0.037658 0
     0.678685    0.038636 0
     0.662707    0.039539 0
     0.646742    0.040362 0
     0.630763    0.041098 0
     0.614705    0.041758 0
     0.598608    0.042368 0
     0.582552    0.042916 0
     0.566532    0.043386 0
     0.550465    0.043779 0
     0.534369    0.044115 0
     0.518329    0.044384 0
     0.502281    0.044570 0
     0.486168    0.044692 0
     0.470035    0.044760 0
     0.453932    0.044770 0
     0.437852    0.044712 0
     0.421710    0.044587 0
     0.405445    0.044444 0
     0.389094    0.044313 0
     0.372726    0.044185 0
     0.356392    0.044050 0
     0.340092    0.043899 0
     0.323826    0.043751 0
     0.307644    0.043610 0
     0.291564    0.043496 0
     0.275528    0.043342 0
     0.259426    0.043128 0
     0.243248    0.042868 0
     0.227266    0.042559 0
     0.211416    0.042105 0
     0.195562    0.041572 0
     0.179843    0.040877 0
     0.164157    0.039984 0
     0.148797    0.038929 0
     0.133540    0.037713 0
     0.118578    0.036353 0
     0.103802    0.034743 0
     0.089346    0.032854 0
     0.075546    0.030733 0
     0.062845    0.028456 0
     0.051868    0.026170 0
     0.042875    0.024023 0
     0.035525    0.022038 0
     0.029373    0.020171 0
     0.024135    0.018392 0
     0.019623    0.016681 0
     0.015736    0.015034 0
     0.012409    0.013450 0
     0.009536    0.011896 0
     0.007077    0.010351 0
     0.005004    0.008778 0
     0.003293    0.007145 0
     0.001920    0.005456 0
     0.000878    0.003726 0
     0.000253    0.001938 0
     0.000005    0.000175 0
     0.000106   -0.001574 0
     0.000582   -0.003362 0
     0.001314   -0.005191 0
     0.002367   -0.007024 0
     0.003658   -0.008901 0
     0.005258   -0.010782 0
     0.007216   -0.012624 0
     0.009553   -0.014448 0
     0.012337   -0.016196 0
     0.015667   -0.017858 0
     0.019607   -0.019471 0
     0.024305   -0.021169 0
     0.029989   -0.023051 0
     0.036897   -0.025159 0
     0.045228   -0.027351 0
     0.055201   -0.029642 0
     0.066678   -0.031915 0
     0.079358   -0.034076 0
     0.093038   -0.035995 0
     0.107475   -0.037727 0
     0.122579   -0.039355 0
     0.137813   -0.040844 0
     0.153310   -0.042153 0
     0.169048   -0.043383 0
     0.184759   -0.044510 0
     0.200434   -0.045501 0
     0.216130   -0.046347 0
     0.231917   -0.047075 0
     0.247702   -0.047699 0
     0.263423   -0.048196 0
     0.279175   -0.048550 0
     0.295000   -0.048791 0
     0.310826   -0.048917 0
     0.326735   -0.048934 0
     0.342682   -0.048871 0
     0.358586   -0.048724 0
     0.374402   -0.048480 0
     0.390076   -0.048100 0
     0.405843   -0.047560 0
     0.421695   -0.046930 0
     0.437402   -0.046191 0
     0.453039   -0.045304 0
     0.468805   -0.044263 0
     0.484637   -0.043132 0
     0.500275   -0.041898 0
     0.515990   -0.040492 0
     0.531871   -0.038990 0
     0.547604   -0.037411 0
     0.563298   -0.035696 0
     0.579074   -0.033865 0
     0.594834   -0.031932 0
     0.610610   -0.029888 0
     0.626454   -0.027743 0
     0.642347   -0.025513 0
     0.658287   -0.023208 0
     0.674296   -0.020838 0
     0.690389   -0.018418 0
     0.706547   -0.015973 0
     0.722709   -0.013527 0
     0.738807   -0.011102 0
     0.754807   -0.008727 0
     0.770726   -0.006416 0
     0.786466   -0.004172 0
     0.801879   -0.002120 0
     0.817234   -0.000266 0
     0.832405    0.001394 0
     0.847547    0.002787 0
     0.862529    0.004023 0
     0.877020    0.005055 0
     0.890871    0.006021 0
     0.904006    0.006584 0
     0.916671    0.006594 0
     0.929285    0.006070 0
     0.942038    0.005216 0
     0.954700    0.004166 0
     0.966580    0.003013 0
     0.977503    0.001939 0
     0.987145    0.000949 0
     0.995931    0.000071 0
     1.001841   -0.000213 0
