0.999721   -0.000100 0
     0.994274    0.001190 0
     0.985697    0.002741 0
     0.975947    0.004235 0
     0.965561    0.005719 0
     0.954735    0.007172 0
     0.943646    0.008579 0
     0.932885    0.009902 0
     0.922327    0.011180 0
     0.910796    0.012534 0
     0.897766    0.013994 0
     0.883642    0.015515 0
     0.868946    0.017025 0
     0.853954    0.018544 0
     0.838788    0.020077 0
     0.823564    0.021534 0
     0.808314    0.022939 0
     0.792952    0.024272 0
     0.777620    0.025545 0
     0.762335    0.026727 0
     0.746995    0.027821 0
     0.731599    0.028851 0
     0.716203    0.029814 0
     0.700829    0.030707 0
     0.685444    0.031526 0
     0.669993    0.032279 0
     0.654496    0.032987 0
     0.639036    0.033644 0
     0.623593    0.034236 0
     0.608098    0.034772 0
     0.592592    0.035266 0
     0.577136    0.035703 0
     0.561676    0.036073 0
     0.546147    0.036392 0
     0.530548    0.036676 0
     0.514914    0.036938 0
     0.499283    0.037182 0
     0.483663    0.037402 0
     0.468046    0.037597 0
     0.452425    0.037768 0
     0.436803    0.037914 0
     0.421195    0.038034 0
     0.405622    0.038123 0
     0.390087    0.038172 0
     0.374559    0.038173 0
     0.358998    0.038132 0
     0.343397    0.038058 0
     0.327780    0.037958 0
     0.312177    0.037829 0
     0.296611    0.037670 0
     0.281072    0.037474 0
     0.265506    0.037236 0
     0.249892    0.036964 0
     0.234344    0.036667 0
     0.218934    0.036311 0
     0.203493    0.035897 0
     0.188152    0.035460 0
     0.172900    0.034921 0
     0.157628    0.034285 0
     0.142444    0.033567 0
     0.127482    0.032730 0
     0.112701    0.031717 0
     0.098110    0.030582 0
     0.083972    0.029250 0
     0.070445    0.027694 0
     0.057853    0.025966 0
     0.046703    0.024102 0
     0.037314    0.022180 0
     0.029600    0.020237 0
     0.023397    0.018316 0
     0.018371    0.016476 0
     0.014302    0.014678 0
     0.010968    0.012897 0
     0.008229    0.011124 0
     0.005939    0.009403 0
     0.004071    0.007677 0
     0.002554    0.005971 0
     0.001383    0.004255 0
     0.000572    0.002531 0
     0.000102    0.000823 0
    -0.000008   -0.000840 0
     0.000204   -0.002530 0
     0.000764   -0.004268 0
     0.001613   -0.006049 0
     0.002791   -0.007839 0
     0.004288   -0.009653 0
     0.006231   -0.011395 0
     0.008636   -0.013097 0
     0.011577   -0.014778 0
     0.015152   -0.016519 0
     0.019498   -0.018372 0
     0.024890   -0.020269 0
     0.031619   -0.022275 0
     0.039974   -0.024349 0
     0.050077   -0.026491 0
     0.061853   -0.028606 0
     0.074842   -0.030580 0
     0.088635   -0.032356 0
     0.102973   -0.033976 0
     0.117629   -0.035410 0
     0.132461   -0.036692 0
     0.147423   -0.037831 0
     0.162362   -0.038823 0
     0.177404   -0.039631 0
     0.192618   -0.040350 0
     0.207845   -0.040946 0
     0.223218   -0.041473 0
     0.238570   -0.041912 0
     0.254033   -0.042293 0
     0.269396   -0.042612 0
     0.284750   -0.042835 0
     0.300164   -0.042991 0
     0.315518   -0.043071 0
     0.330901   -0.043059 0
     0.346371   -0.042987 0
     0.361800   -0.042860 0
     0.377205   -0.042657 0
     0.392643   -0.042387 0
     0.408075   -0.042054 0
     0.423509   -0.041654 0
     0.438935   -0.041195 0
     0.454305   -0.040666 0
     0.469660   -0.040053 0
     0.485024   -0.039362 0
     0.500375   -0.038593 0
     0.515729   -0.037744 0
     0.531075   -0.036819 0
     0.546372   -0.035815 0
     0.561669   -0.034715 0
     0.577027   -0.033531 0
     0.592402   -0.032280 0
     0.607755   -0.030962 0
     0.623125   -0.029573 0
     0.638477   -0.028123 0
     0.653750   -0.026602 0
     0.669033   -0.024985 0
     0.684421   -0.023289 0
     0.699873   -0.021542 0
     0.715319   -0.019758 0
     0.730751   -0.017934 0
     0.746231   -0.016063 0
     0.761758   -0.014176 0
     0.777226   -0.012312 0
     0.792560   -0.010510 0
     0.807836   -0.008799 0
     0.823064   -0.007164 0
     0.838144   -0.005655 0
     0.853161   -0.004287 0
     0.868089   -0.003081 0
     0.882936   -0.002032 0
     0.897588   -0.001208 0
     0.912167   -0.000594 0
     0.926437   -0.000220 0
     0.940293   -0.000130 0
     0.953400   -0.000285 0
     0.965142   -0.000833 0
     0.975784   -0.001657 0
     0.985524   -0.001759 0
     0.994324   -0.001332 0
     0.999721   -0.000100 0
