1.000152    0.001965 0
     0.994133    0.005177 0
     0.984324    0.009086 0
     0.973809    0.012598 0
     0.962651    0.016064 0
     0.951161    0.019399 0
     0.939231    0.022685 0
     0.926374    0.025961 0
     0.912564    0.029181 0
     0.897829    0.032346 0
     0.882255    0.035471 0
     0.866061    0.038519 0
     0.849395    0.041451 0
     0.832408    0.044263 0
     0.815095    0.047016 0
     0.797508    0.049688 0
     0.779638    0.052248 0
     0.761491    0.054666 0
     0.743051    0.056952 0
     0.724264    0.059146 0
     0.705044    0.061258 0
     0.685224    0.063294 0
     0.664743    0.065263 0
     0.643466    0.067165 0
     0.621353    0.068959 0
     0.598396    0.070660 0
     0.574723    0.072288 0
     0.550606    0.073758 0
     0.526330    0.075061 0
     0.502169    0.076177 0
     0.478284    0.077065 0
     0.454707    0.077752 0
     0.431491    0.078248 0
     0.408681    0.078537 0
     0.386257    0.078640 0
     0.364201    0.078597 0
     0.342495    0.078408 0
     0.321230    0.078055 0
     0.300402    0.077514 0
     0.280128    0.076799 0
     0.260430    0.075950 0
     0.241401    0.074977 0
     0.223151    0.073849 0
     0.205742    0.072549 0
     0.189297    0.071103 0
     0.173860    0.069543 0
     0.159470    0.067900 0
     0.146125    0.066199 0
     0.133818    0.064462 0
     0.122511    0.062705 0
     0.112132    0.060945 0
     0.102620    0.059193 0
     0.093913    0.057456 0
     0.085928    0.055734 0
     0.078580    0.054025 0
     0.071799    0.052330 0
     0.065523    0.050651 0
     0.059690    0.048985 0
     0.054257    0.047334 0
     0.049182    0.045693 0
     0.044432    0.044058 0
     0.039980    0.042425 0
     0.035800    0.040786 0
     0.031872    0.039135 0
     0.028178    0.037463 0
     0.024706    0.035760 0
     0.021448    0.034015 0
     0.018394    0.032214 0
     0.015545    0.030345 0
     0.012905    0.028388 0
     0.010487    0.026324 0
     0.008305    0.024139 0
     0.006362    0.021843 0
     0.004665    0.019439 0
     0.003215    0.016943 0
     0.002028    0.014359 0
     0.001144    0.011688 0
     0.000538    0.008962 0
     0.000179    0.006206 0
     0.000010    0.003440 0
    -0.000014    0.000674 0
     0.000099   -0.002096 0
     0.000372   -0.004869 0
     0.000840   -0.007632 0
     0.001533   -0.010369 0
     0.002460   -0.013064 0
     0.003602   -0.015709 0
     0.005073   -0.018231 0
     0.006808   -0.020626 0
     0.008799   -0.022868 0
     0.011055   -0.024919 0
     0.013579   -0.026740 0
     0.016326   -0.028389 0
     0.019242   -0.029961 0
     0.022331   -0.031531 0
     0.025596   -0.033124 0
     0.029050   -0.034743 0
     0.032716   -0.036378 0
     0.036618   -0.038013 0
     0.040801   -0.039651 0
     0.045280   -0.041290 0
     0.050087   -0.042942 0
     0.055262   -0.044613 0
     0.060845   -0.046305 0
     0.066878   -0.048017 0
     0.073410   -0.049748 0
     0.080508   -0.051500 0
     0.088255   -0.053282 0
     0.096709   -0.055098 0
     0.105942   -0.056957 0
     0.116044   -0.058864 0
     0.127067   -0.060804 0
     0.139062   -0.062743 0
     0.152090   -0.064646 0
     0.166180   -0.066486 0
     0.181210   -0.068234 0
     0.196994   -0.069868 0
     0.213370   -0.071365 0
     0.230238   -0.072703 0
     0.247509   -0.073867 0
     0.265194   -0.074861 0
     0.283344   -0.075696 0
     0.301986   -0.076380 0
     0.321123   -0.076912 0
     0.340645   -0.077284 0
     0.360459   -0.077492 0
     0.380521   -0.077532 0
     0.400840   -0.077402 0
     0.421390   -0.077097 0
     0.442081   -0.076614 0
     0.462926   -0.075954 0
     0.483910   -0.075131 0
     0.504978   -0.074160 0
     0.526038   -0.073041 0
     0.547006   -0.071752 0
     0.567881   -0.070276 0
     0.588633   -0.068623 0
     0.609378   -0.066801 0
     0.630227   -0.064800 0
     0.651177   -0.062599 0
     0.672264   -0.060166 0
     0.693512   -0.057455 0
     0.714945   -0.054419 0
     0.736525   -0.051042 0
     0.758216   -0.047298 0
     0.779960   -0.043188 0
     0.801660   -0.038736 0
     0.823093   -0.034053 0
     0.844064   -0.029404 0
     0.864190   -0.024936 0
     0.883173   -0.020683 0
     0.900952   -0.016716 0
     0.917443   -0.013168 0
     0.932607   -0.010077 0
     0.946495   -0.007418 0
     0.959210   -0.005021 0
     0.971059   -0.002764 0
     0.982403   -0.000978 0
     0.993068    0.001202 0
     1.000152    0.001965 0
